{Blxwp=f,Mulch=t} => {Class=True}
{Mulch=t,R2ar8=t} => {Class=True}
{Mulch=t,Rkxwp=f} => {Class=True}
{Mulch=t,Rimmx=f} => {Class=True}
{Mulch=t,Wkcti=f} => {Class=True}
{Mulch=t,Reskr=f} => {Class=True}
{Bknwy=f,Mulch=t} => {Class=True}
{Blxwp=f,Wkna8=t} => {Class=True}
{Wkna8=t,Wknck=f} => {Class=True}
{Wkna8=t,Wkovl=t} => {Class=True}
{R2ar8=t,Wkna8=t} => {Class=True}
{Bxqsq=f,Wkna8=t} => {Class=True}
{Katri5=n,Wkna8=t} => {Class=True}
{Rkxwp=f,Wkna8=t} => {Class=True}
{Rimmx=f,Wkna8=t} => {Class=True}
{Wkcti=f,Wkna8=t} => {Class=True}
{Reskr=f,Wkna8=t} => {Class=True}
{Bknwy=f,Wkna8=t} => {Class=True}
{Mulch=f,Wkna8=t} => {Class=True}
{Rimmx=f,Skrxp=t} => {Class=True}
{Bkblk=f,Katri5=b} => {Class=True}
{Bkblk=t,Bxqsq=t} => {Class=True}
{Bkxwp=t,Bxqsq=t} => {Class=True}
{Bkxwp=t,Wknck=t} => {Class=True}
{Bkxcr=f,Bkxwp=t} => {Class=True}
{Blxwp=t,Bxqsq=t} => {Class=True}
{Bxqsq=t,Rimmx=f} => {Class=True}
{Bkxcr=t,Wknck=t} => {Class=True}
{Rimmx=f,Wknck=t} => {Class=True}
{Bkblk=f,Blxwp=f,Dsopp=f,Katri5=n,Reskr=t,Rimmx=f} => {Class=True}
{Bkblk=f,Blxwp=f,Katri5=n,Reskr=t,Rimmx=f,Rxmsq=f} => {Class=True}
{Bkblk=f,Katri5=n,R2ar8=t,Reskr=t,Rimmx=f,Rkxwp=f} => {Class=True}
{Bkblk=f,Dsopp=f,Katri5=n,Reskr=t,Rimmx=f,Rkxwp=f} => {Class=True}
{Bkblk=f,Katri5=n,Reskr=t,Rimmx=f,Rkxwp=f,Rxmsq=f} => {Class=True}
{Bkblk=f,Katri5=n,Qxmsq=f,Reskr=t,Rimmx=f,Rkxwp=f} => {Class=True}
{Bkblk=f,Katri5=n,R2ar8=t,Rimmx=f,Wkcti=t,Wkpos=f} => {Class=True}
{Dsopp=f,R2ar8=t,Rkxwp=t,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Rimmx=f,Rkxwp=f,Skrxp=f,Wkpos=f} => {Class=True}
{Bkon8=f,Bkspr=t,Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkovl=f} => {Class=True}
{Bkon8=f,Bkona=f,Bkspr=t,Bkxwp=t,Bxqsq=t,Wkovl=f} => {Class=True}
{Bkon8=f,Bkspr=t,Bkxbq=f,Bkxwp=t,Bxqsq=t,Skrxp=f} => {Class=True}
{Bkon8=f,Bkona=f,Bkspr=t,Bkxwp=t,Bxqsq=t,Dwipd=l} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Cntxt=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Cntxt=f,Katri5=n,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Cntxt=f,Dsopp=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Cntxt=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxwp=t,Bxqsq=t,Wknck=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Skewr=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkcti=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Reskr=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkblk=f,Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Skrxp=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Katri5=n,Wkcti=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Katri5=n,Reskr=f,Wkovl=f} => {Class=True}
{Bkblk=f,Bkxbq=f,Bkxwp=t,Bxqsq=t,Katri5=n,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Katri5=n,Skrxp=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxwp=t,Bxqsq=t,Katri5=n,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkcti=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Reskr=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Reskr=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Skrxp=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Skrxp=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Cntxt=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Cntxt=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Cntxt=f,Katri5=n,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Cntxt=f,Dsopp=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Cntxt=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Cntxt=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Skewr=t,Wkcti=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Simpl=f,Skewr=t,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Skewr=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Wkcti=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Simpl=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Wkcti=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Simpl=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Simpl=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Wkcti=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Reskr=f,Simpl=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Simpl=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skewr=t,Wkcti=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Skewr=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skewr=t,Skrxp=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Skewr=t,Wkcti=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Skewr=t,Wkcti=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skewr=t,Wkcti=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Reskr=f,Skewr=t,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Reskr=f,Skewr=t,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Skewr=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Skewr=t,Skrxp=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Skewr=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Skewr=t,Skrxp=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skewr=t,Skrxp=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Skewr=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Wkcti=f,Wkovl=f,Wkpos=t,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Wkovl=f,Wkpos=t,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skrxp=f,Wkovl=f,Wkpos=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Wkcti=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Wkcti=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Reskr=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Reskr=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkblk=f,Bkona=f,Bkxwp=t,Bxqsq=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Skrxp=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkon8=f,Bkona=f,Bkxwp=t,Bxqsq=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Wkcti=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Wkcti=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Wkcti=f,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Reskr=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Reskr=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Skrxp=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Skrxp=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skrxp=f,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Katri5=n,Wkcti=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Katri5=n,Reskr=f,Wkovl=f} => {Class=True}
{Bkblk=f,Bkona=f,Bkxwp=t,Bxqsq=t,Katri5=n,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Katri5=n,Skrxp=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkona=f,Bkxwp=t,Bxqsq=t,Katri5=n,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Wkcti=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Wkcti=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Reskr=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Reskr=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Reskr=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Skrxp=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkona=f,Bkxwp=t,Bxqsq=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Cntxt=t,Dwipd=l,Simpl=f,Wkcti=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Cntxt=t,Dwipd=l,Simpl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Cntxt=t,Dwipd=l,R2ar8=t} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Cntxt=t,Dwipd=l,Wkcti=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Cntxt=t,Dwipd=l,Skrxp=f} => {Class=True}
{Bkon8=f,Bkona=f,Bkxwp=t,Bxqsq=t,Cntxt=t,Dwipd=l} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Cntxt=f,Skrxp=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Cntxt=f,Katri5=n,Skrxp=f} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkcti=f,Wkna8=f} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Skrxp=f} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxwp=t,Bxqsq=t,Skrxp=f,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Skewr=t,Wkcti=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Skewr=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Skewr=t,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Skewr=t,Skrxp=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Wkcti=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Wkna8=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Skrxp=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Katri5=n,Wkcti=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Katri5=n,Reskr=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Katri5=n,Skrxp=f} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Katri5=n} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Wkcti=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Wkcti=f,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Skrxp=f} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Skrxp=f,Wkna8=f} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Katri5=n,Skewr=t,Wkcti=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Katri5=n,Reskr=f,Skewr=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Katri5=n,Skewr=t,Skrxp=f} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxwp=t,Bxqsq=t,Katri5=n,Skewr=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Skewr=t,Wkcti=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Skewr=t,Wkcti=f,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Skewr=t,Skrxp=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Skewr=t,Skrxp=f,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Katri5=n,Wkcti=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Katri5=n,Skrxp=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Wkcti=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkcti=f,Wkna8=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Skrxp=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Skrxp=f,Wkna8=f,Wtoeg=n} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Cntxt=f,Dwipd=l,Wkpos=t} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Dwipd=l,R2ar8=t,Simpl=f} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,R2ar8=t,Reskr=f,Simpl=f} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Simpl=f,Wkcti=f} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Simpl=f} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Simpl=f,Wkna8=f} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Simpl=f,Wkcti=f,Wkpos=t} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Simpl=f,Wkcti=f} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Simpl=f,Wkcti=f,Wkna8=f} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Reskr=f,Simpl=f} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Reskr=f,Simpl=f,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,R2ar8=t,Simpl=f,Skewr=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,R2ar8=t,Simpl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,R2ar8=t,Reskr=f,Simpl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Katri5=n,Simpl=f,Skewr=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Simpl=f,Skewr=t,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Reskr=f,Simpl=f,Skewr=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Simpl=f,Skewr=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Simpl=f,Skewr=t,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Reskr=f,Simpl=f,Wkpos=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Katri5=n,Simpl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Simpl=f,Wkcti=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Reskr=f,Simpl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Simpl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Simpl=f,Wkna8=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Katri5=n,Reskr=f,Simpl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Simpl=f,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Simpl=f,Wkcti=f,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Reskr=f,Simpl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Reskr=f,Simpl=f,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Simpl=f,Skewr=t,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Skewr=t,Wkcti=f,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Reskr=f,Simpl=f,Skewr=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Simpl=f,Skewr=t,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Simpl=f,Wkcti=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Wkcti=f,Wkna8=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Reskr=f,Simpl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Simpl=f,Wkna8=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Simpl=f,Skrxp=f,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Skrxp=f,Wkcti=f,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Reskr=f,Simpl=f,Skrxp=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Simpl=f,Skrxp=f,Wkna8=f} => {Class=True}
{Bkon8=f,Bkona=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Wknck=f} => {Class=True}
{Bkona=f,Bkspr=f,Bkxwp=t,Bxqsq=t,Dwipd=l,R2ar8=t} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Wkcti=f,Wkpos=t} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Katri5=n,Skrxp=f} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Wkcti=f} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Wkcti=f,Wkna8=f} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Reskr=f,Wkna8=f} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Skrxp=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkspr=f,Bkxwp=t,Bxqsq=t,Reskr=f,Wkpos=t} => {Class=True}
{Bkona=f,Bkspr=f,Bkxwp=t,Bxqsq=t,Katri5=n,Wkcti=f} => {Class=True}
{Bkona=f,Bkspr=f,Bkxwp=t,Bxqsq=t,Katri5=n,Reskr=f} => {Class=True}
{Bkblk=f,Bkona=f,Bkspr=f,Bkxwp=t,Bxqsq=t,Katri5=n} => {Class=True}
{Bkona=f,Bkspr=f,Bkxwp=t,Bxqsq=t,Katri5=n,Skrxp=f} => {Class=True}
{Bkon8=f,Bkona=f,Bkspr=f,Bkxwp=t,Bxqsq=t,Katri5=n} => {Class=True}
{Bkona=f,Bkspr=f,Bkxwp=t,Bxqsq=t,Wkcti=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkspr=f,Bkxwp=t,Bxqsq=t,Reskr=f,Wkna8=f} => {Class=True}
{Bkblk=f,Bkona=f,Bkspr=f,Bkxwp=t,Bxqsq=t,Wkna8=f} => {Class=True}
{Bkona=f,Bkspr=f,Bkxwp=t,Bxqsq=t,Skrxp=f,Wkna8=f} => {Class=True}
{Bkon8=f,Bkona=f,Bkspr=f,Bkxwp=t,Bxqsq=t,Wkna8=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Dwipd=l,R2ar8=t,Skewr=t} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Dwipd=l,R2ar8=t,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Katri5=n,Skewr=t,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Katri5=n,Reskr=f,Skewr=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Katri5=n,Skewr=t,Skrxp=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Katri5=n,Skewr=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Skewr=t,Wkcti=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Skewr=t,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Skewr=t,Wkcti=f,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Reskr=f,Skewr=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Reskr=f,Skewr=t,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Skewr=t,Skrxp=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Skewr=t} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Skewr=t,Wkna8=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Skewr=t,Skrxp=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Skewr=t,Skrxp=f,Wkna8=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Skewr=t,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Reskr=f,Wkpos=t,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Katri5=n,Wkcti=f,Wtoeg=n} => {Class=True}
