{Stlmt=t} => {Class=True}
{Bkon8=t,Bkxwp=t} => {Class=True}
{Bkon8=t,Bxqsq=t} => {Class=True}
{Bkon8=t,Blxwp=t} => {Class=True}
{Bkon8=t,Bkxbq=f} => {Class=True}
{Bxqsq=t,Mulch=t} => {Class=True}
{Bkxcr=t,Mulch=t} => {Class=True}
{Blxwp=f,Mulch=t} => {Class=True}
{Mulch=t,R2ar8=t} => {Class=True}
{Mulch=t,Rkxwp=f} => {Class=True}
{Mulch=t,Rimmx=f} => {Class=True}
{Mulch=t,Wkcti=f} => {Class=True}
{Mulch=t,Reskr=f} => {Class=True}
{Bknwy=f,Mulch=t} => {Class=True}
{Dwipd=g,Wkna8=t} => {Class=True}
{Bkxcr=t,Wkna8=t} => {Class=True}
{Simpl=t,Wkna8=t} => {Class=True}
{Blxwp=f,Wkna8=t} => {Class=True}
{Wkna8=t,Wknck=f} => {Class=True}
{Wkna8=t,Wkovl=t} => {Class=True}
{R2ar8=t,Wkna8=t} => {Class=True}
{Bxqsq=f,Wkna8=t} => {Class=True}
{Katri5=n,Wkna8=t} => {Class=True}
{Rkxwp=f,Wkna8=t} => {Class=True}
{Rimmx=f,Wkna8=t} => {Class=True}
{Wkcti=f,Wkna8=t} => {Class=True}
{Reskr=f,Wkna8=t} => {Class=True}
{Bknwy=f,Wkna8=t} => {Class=True}
{Mulch=f,Wkna8=t} => {Class=True}
{Rimmx=f,Skrxp=t} => {Class=True}
{Bxqsq=t,Katri5=b} => {Class=True}
{Bkblk=f,Katri5=b} => {Class=True}
{Bkblk=t,Bxqsq=t} => {Class=True}
{Bkxwp=t,Bxqsq=t} => {Class=True}
{Bkxwp=t,Wknck=t} => {Class=True}
{Bkxcr=f,Bkxwp=t} => {Class=True}
{Blxwp=t,Bxqsq=t} => {Class=True}
{Bxqsq=t,Rimmx=f} => {Class=True}
{Bkxcr=t,Wknck=t} => {Class=True}
{Rimmx=f,Wknck=t} => {Class=True}
{Bkxcr=t,Bxqsq=t,Skrxp=f,Wkovl=f,Wkpos=t,Wtoeg=n} => {Class=True}
{Bkxcr=t,Bxqsq=t,Dsopp=f,Wkcti=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Wkcti=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxcr=t,Bxqsq=t,Dsopp=f,Reskr=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Reskr=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkon8=f,Bkxcr=t,Bxqsq=t,Reskr=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxcr=t,Bxqsq=t,Dsopp=f,Skrxp=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkon8=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Skrxp=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkon8=f,Bkona=f,Bkxcr=t,Bxqsq=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxcr=t,Bxqsq=t,Dsopp=f,Wkcti=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxcr=t,Bxqsq=t,Wkcti=f,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxcr=t,Bxqsq=t,Dsopp=f,Reskr=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxcr=t,Bxqsq=t,Reskr=f,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxcr=t,Bxqsq=t,Dsopp=f,Skrxp=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxcr=t,Bxqsq=t,Dsopp=f,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxcr=t,Bxqsq=t,Skrxp=f,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Katri5=n,Wkcti=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Katri5=n,Reskr=f,Wkovl=f} => {Class=True}
{Bkblk=f,Bkona=f,Bkxcr=t,Bxqsq=t,Katri5=n,Wkovl=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Katri5=n,Skrxp=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkona=f,Bkxcr=t,Bxqsq=t,Katri5=n,Wkovl=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Dsopp=f,Wkcti=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Wkcti=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxcr=t,Bxqsq=t,Wkcti=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Reskr=f,Wkovl=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Dsopp=f,Reskr=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Reskr=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Reskr=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxcr=t,Bxqsq=t,Reskr=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Skrxp=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkona=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Wkovl=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Dsopp=f,Skrxp=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Skrxp=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkona=f,Bkxcr=t,Bxqsq=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=f,Dwipd=l,Wknck=t,Wkpos=t} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=f,Dwipd=l,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=f,Simpl=t,Skrxp=f,Wkpos=t} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=f,Simpl=t,Skrxp=f,Wkna8=f} => {Class=True}
{Bkspr=f,Bkxcr=t,Bxqsq=t,Katri5=n,Simpl=t,Wkcti=f} => {Class=True}
{Bkspr=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Katri5=n,Simpl=t} => {Class=True}
{Bkspr=f,Bkxcr=t,Bxqsq=t,Katri5=n,Simpl=t,Skrxp=f} => {Class=True}
{Bkspr=f,Bkxcr=t,Bxqsq=t,Katri5=n,Simpl=t,Wkna8=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Dsopp=f,Katri5=n,Simpl=t,Skrxp=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Katri5=n,Simpl=t,Skrxp=f,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Simpl=f,Wknck=f} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Simpl=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Katri5=n,Simpl=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Simpl=f,Wkcti=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Reskr=f,Simpl=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Wknck=f} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=t,R2ar8=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,R2ar8=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=t,R2ar8=t,Wkcti=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Wkcti=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Reskr=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Skrxp=f} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dsopp=f,Simpl=f,Wknck=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Rxmsq=f,Simpl=f,Wknck=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Qxmsq=f,Simpl=f,Wknck=f} => {Class=True}
{Bkona=f,Bkspr=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Simpl=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,R2ar8=t,Simpl=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,R2ar8=t,Simpl=f,Wkcti=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,R2ar8=t,Reskr=f,Simpl=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dsopp=f,R2ar8=t,Simpl=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,R2ar8=t,Simpl=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,R2ar8=t,Rxmsq=f,Simpl=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Qxmsq=f,R2ar8=t,Simpl=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Katri5=n,Simpl=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Simpl=f,Wkcti=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Reskr=f,Simpl=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dsopp=f,Dwipd=l,Simpl=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Simpl=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Rxmsq=f,Simpl=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Qxmsq=f,Simpl=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dsopp=f,Simpl=f,Wkcti=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Simpl=f,Wkcti=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Rxmsq=f,Simpl=f,Wkcti=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Qxmsq=f,Simpl=f,Wkcti=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dsopp=f,Reskr=f,Simpl=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Reskr=f,Simpl=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Dsopp=f,Simpl=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Rxmsq=f,Simpl=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Qxmsq=f,Simpl=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dsopp=f,Dwipd=l,Wknck=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Rxmsq=f,Wknck=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Qxmsq=f,Wknck=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,R2ar8=t,Wkcti=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,R2ar8=t,Reskr=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dsopp=f,Dwipd=l,R2ar8=t} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,R2ar8=t} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,R2ar8=t,Rxmsq=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Qxmsq=f,R2ar8=t} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,R2ar8=t,Wkcti=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,R2ar8=t,Rxmsq=f,Wkcti=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Qxmsq=f,R2ar8=t,Wkcti=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,R2ar8=t,Rxmsq=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Qxmsq=f,R2ar8=t} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Katri5=n,Wkcti=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dsopp=f,Dwipd=l,Katri5=n} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Katri5=n} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Katri5=n,Rxmsq=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Katri5=n,Skrxp=f} => {Class=True}
{Bkon8=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Katri5=n} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Katri5=n,Qxmsq=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dsopp=f,Dwipd=l,Wkcti=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Wkcti=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Rxmsq=f,Wkcti=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Qxmsq=f,Wkcti=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dsopp=f,Dwipd=l,Reskr=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Dsopp=f,Dwipd=l} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dsopp=f,Dwipd=l,Skrxp=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Rxmsq=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Skrxp=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Qxmsq=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Rxmsq=f,Skrxp=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dwipd=l,Qxmsq=f,Skrxp=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Katri5=n,Reskr=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Dsopp=f,Katri5=n,Skrxp=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Katri5=n,Rxmsq=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Katri5=n,Skrxp=f} => {Class=True}
{Bkon8=f,Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Katri5=n} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Katri5=n,Qxmsq=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Katri5=n,Rxmsq=f,Skrxp=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Katri5=n,Qxmsq=f,Skrxp=f} => {Class=True}
{Bkon8=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Katri5=n,Qxmsq=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Dsopp=f,Wkcti=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Rxmsq=f,Wkcti=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Qxmsq=f,Wkcti=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Dsopp=f,Skrxp=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Rxmsq=f,Skrxp=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Cntxt=t,Qxmsq=f,Skrxp=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=f,Simpl=f,Wkpos=t} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=f,Katri5=n} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=f,Reskr=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=f,Dwipd=l,Wkpos=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=f,Skewr=t,Wkpos=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=f,Katri5=n,Skewr=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=f,Skewr=t,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=f,Wkpos=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Cntxt=f,Skrxp=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Simpl=f,Skewr=t,Wknck=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Simpl=f,Wknck=f,Wtoeg=n} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Simpl=f,Wkovl=t} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,R2ar8=t,Simpl=f} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Simpl=f,Wkpos=t} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Simpl=f,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,R2ar8=t,Simpl=f,Skewr=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,R2ar8=t,Simpl=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,R2ar8=t,Simpl=f,Wkcti=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,R2ar8=t,Reskr=f,Simpl=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Simpl=f,Skewr=t,Wkpos=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Katri5=n,Simpl=f,Skewr=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Simpl=f,Skewr=t,Wkcti=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Reskr=f,Simpl=f,Skewr=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Simpl=f,Skewr=t} => {Class=True}
{Bkona=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Simpl=f,Skewr=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Simpl=f,Skewr=t,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Simpl=f,Wkpos=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Katri5=n,Simpl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Simpl=f,Wkcti=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Reskr=f,Simpl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Katri5=n,Simpl=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Simpl=f,Wkcti=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Reskr=f,Simpl=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Simpl=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Simpl=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Simpl=f,Wkna8=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Katri5=n,Reskr=f,Simpl=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Katri5=n,Simpl=f,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Simpl=f,Wkcti=f} => {Class=True}
{Bkona=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Simpl=f,Wkcti=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Simpl=f,Wkcti=f,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Reskr=f,Simpl=f} => {Class=True}
{Bkona=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Reskr=f,Simpl=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Reskr=f,Simpl=f,Wkna8=f} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxcr=t,Blxwp=f,Bxqsq=t,Wkovl=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Dwipd=l,Skewr=t,Wknck=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Dwipd=l,Wknck=f,Wtoeg=n} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Dwipd=l,Wknck=f} => {Class=True}
{Bkon8=f,Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Wkovl=t} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxcr=t,Bkxwp=f,Bxqsq=t,Wkovl=t} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,R2ar8=t,Wkpos=t} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,R2ar8=t,Reskr=f} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Dsopp=f,R2ar8=t} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,R2ar8=t,Wkna8=f} => {Class=True}
{Bkon8=f,Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,R2ar8=t} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Wkcti=f,Wkpos=t} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Reskr=f,Wkpos=t} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Skrxp=f,Wkpos=t} => {Class=True}
{Bkon8=f,Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Wkpos=t} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Katri5=n,Wkcti=f} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Katri5=n,Reskr=f} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Katri5=n} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Katri5=n,Skrxp=f} => {Class=True}
{Bkon8=f,Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Katri5=n} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Wkcti=f} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Wkcti=f,Wkna8=f} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Reskr=f} => {Class=True}
{Bkona=f,Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Reskr=f} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Reskr=f,Wkna8=f} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Skrxp=f,Wkna8=f} => {Class=True}
{Bkon8=f,Bkspr=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Dwipd=l,R2ar8=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Dwipd=l,R2ar8=t,Wkcti=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Dwipd=l,R2ar8=t,Reskr=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Dwipd=l,R2ar8=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Dwipd=l,R2ar8=t,Wkna8=f} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,Dwipd=l,R2ar8=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,R2ar8=t,Skewr=t,Wkcti=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,R2ar8=t,Reskr=f,Skewr=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Dsopp=f,R2ar8=t,Skewr=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,R2ar8=t,Skewr=t,Wkna8=f} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxcr=t,Bxqsq=t,R2ar8=t,Skewr=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,R2ar8=t,Wkcti=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,R2ar8=t,Reskr=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Dsopp=f,R2ar8=t,Wtoeg=n} => {Class=True}
