@relation australian
@attribute A1{0,1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4{1,2,3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8{0,1}
@attribute A9{0,1}
@attribute A10 integer[0,67]
@attribute A11{0,1}
@attribute A12{1,2,3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class{False,True}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14
@outputs Class
@data
0,4133.0,1.0,2,3.0,5.0,225.0,1,0,0.0,1,2,0.0,301.0,True
0,235.0,15.0,2,9.0,4.0,875.0,0,0,0.0,1,2,160.0,1.0,False
1,3167.0,83.0,2,14.0,4.0,1335.0,1,1,8.0,1,2,303.0,3291.0,True
0,1783.0,11.0,2,14.0,8.0,1.0,1,1,11.0,0,2,0.0,3001.0,True
0,3317.0,225.0,1,13.0,4.0,35.0,0,0,0.0,1,2,200.0,142.0,False
0,525.0,7.0,2,6.0,8.0,3.0,0,0,0.0,0,2,0.0,1.0,False
0,2542.0,1125.0,2,11.0,4.0,129.0,1,1,2.0,0,2,200.0,1.0,False
1,4058.0,15.0,2,3.0,5.0,0.0,0,0,0.0,0,1,300.0,1.0,False
1,2392.0,585.0,1,13.0,8.0,125.0,0,0,0.0,0,2,240.0,2.0,False
1,56.0,125.0,2,4.0,8.0,8.0,1,0,0.0,1,2,24.0,2029.0,True
0,285.0,304.0,1,14.0,8.0,254.0,1,1,1.0,0,2,70.0,1.0,True
1,3208.0,4.0,2,7.0,4.0,25.0,1,0,0.0,1,2,360.0,1.0,True
1,2117.0,875.0,1,8.0,8.0,25.0,0,0,0.0,0,2,280.0,205.0,False
1,3417.0,917.0,2,8.0,4.0,45.0,1,1,12.0,1,2,0.0,222.0,True
1,4325.0,2521.0,2,11.0,8.0,21.0,1,1,1.0,0,2,760.0,91.0,False
0,3825.0,6.0,2,4.0,4.0,1.0,1,0,0.0,1,2,0.0,1.0,True
1,3742.0,204.0,2,9.0,4.0,4.0,1,0,0.0,1,2,400.0,5801.0,True
1,2983.0,204.0,1,14.0,8.0,4.0,0,0,0.0,0,2,128.0,2.0,False
1,3733.0,2665.0,2,13.0,4.0,165.0,0,0,0.0,1,2,0.0,502.0,False
1,3133.0,195.0,2,8.0,4.0,7.0,1,1,16.0,0,2,0.0,5001.0,True
1,3608.0,254.0,2,1.0,1.0,0.0,0,0,0.0,0,2,0.0,1001.0,False
1,205.0,2415.0,2,8.0,4.0,2.0,1,1,11.0,1,2,200.0,3001.0,True
1,4717.0,5835.0,2,9.0,4.0,55.0,0,0,0.0,0,2,465.0,151.0,False
1,22.0,7835.0,1,3.0,5.0,165.0,0,0,0.0,1,2,184.0,1.0,False
1,205.0,10.0,1,8.0,4.0,25.0,1,0,0.0,0,1,40.0,1.0,True
1,3492.0,25.0,2,9.0,4.0,0.0,1,0,0.0,1,2,239.0,201.0,True
1,2408.0,875.0,2,7.0,4.0,85.0,0,1,4.0,0,2,254.0,1951.0,False
1,3733.0,65.0,2,7.0,8.0,425.0,1,1,12.0,1,2,93.0,1.0,True
0,2075.0,954.0,2,3.0,4.0,4.0,0,0,0.0,0,2,200.0,1001.0,False
1,3667.0,325.0,2,11.0,8.0,9.0,1,0,0.0,1,2,102.0,640.0,True
1,2258.0,1004.0,2,14.0,4.0,4.0,1,1,9.0,0,2,60.0,397.0,True
0,2692.0,135.0,2,11.0,8.0,5.0,1,1,2.0,0,2,0.0,5001.0,True
0,4667.0,46.0,2,13.0,8.0,415.0,1,1,11.0,1,2,440.0,7.0,True
0,5217.0,0.0,1,1.0,1.0,0.0,0,0,0.0,0,2,0.0,1.0,False
1,3917.0,25.0,1,3.0,8.0,10.0,0,0,0.0,1,1,200.0,1.0,False
1,3917.0,1625.0,2,8.0,4.0,15.0,1,1,10.0,0,2,186.0,4701.0,True
0,2767.0,204.0,2,9.0,4.0,25.0,0,0,0.0,1,2,180.0,51.0,False
1,1917.0,95.0,2,9.0,4.0,15.0,1,0,0.0,0,2,120.0,2207.0,True
1,395.0,425.0,2,8.0,5.0,65.0,1,1,16.0,0,2,117.0,1211.0,True
1,3642.0,75.0,1,2.0,4.0,585.0,0,0,0.0,0,2,240.0,4.0,False
1,2617.0,25.0,2,3.0,5.0,0.0,1,0,0.0,1,2,0.0,1.0,True
1,3942.0,171.0,1,7.0,4.0,165.0,0,0,0.0,0,1,400.0,1.0,False
1,4192.0,42.0,2,8.0,8.0,21.0,1,1,6.0,0,2,220.0,949.0,True
1,2133.0,75.0,2,6.0,4.0,1415.0,1,1,1.0,0,2,80.0,9801.0,True
0,2008.0,125.0,2,8.0,4.0,0.0,0,0,0.0,0,2,0.0,1.0,False
0,2758.0,3.0,2,7.0,4.0,279.0,0,1,1.0,1,2,280.0,11.0,False
1,2158.0,79.0,1,13.0,4.0,665.0,0,0,0.0,0,2,160.0,1.0,False
1,2825.0,5125.0,2,14.0,4.0,475.0,1,1,2.0,0,2,420.0,8.0,True
1,2692.0,225.0,2,3.0,5.0,5.0,0,0,0.0,1,2,640.0,4001.0,False
0,1842.0,925.0,2,11.0,4.0,121.0,1,1,4.0,0,2,60.0,541.0,True
0,2325.0,5875.0,2,11.0,4.0,317.0,1,1,10.0,0,2,120.0,246.0,True
1,2358.0,179.0,2,8.0,4.0,54.0,0,0,0.0,1,2,136.0,2.0,False
1,2833.0,5.0,2,9.0,4.0,11.0,1,0,0.0,1,2,70.0,1.0,True
1,2567.0,221.0,1,6.0,4.0,4.0,1,0,0.0,0,2,188.0,1.0,False
0,2858.0,1665.0,2,11.0,4.0,2415.0,1,0,0.0,1,2,440.0,1.0,False
1,2292.0,3165.0,1,8.0,4.0,165.0,0,0,0.0,0,2,160.0,1059.0,False
0,245.0,104.0,1,1.0,1.0,5.0,1,1,3.0,0,2,180.0,148.0,False
1,2475.0,54.0,2,7.0,4.0,1.0,0,0,0.0,1,2,120.0,2.0,False
1,32.0,175.0,1,10.0,8.0,4.0,1,0,0.0,1,2,393.0,1.0,True
1,4808.0,375.0,2,3.0,5.0,1.0,0,0,0.0,0,2,100.0,3.0,False
0,2842.0,35.0,2,9.0,4.0,835.0,1,0,0.0,0,1,280.0,1.0,True
1,2542.0,54.0,2,9.0,4.0,165.0,0,1,1.0,0,2,272.0,445.0,False
1,1858.0,1029.0,2,1.0,1.0,415.0,0,0,0.0,0,2,80.0,1.0,False
1,2167.0,1165.0,1,4.0,4.0,25.0,1,1,1.0,0,2,180.0,21.0,False
1,2458.0,125.0,2,8.0,4.0,25.0,0,0,0.0,0,2,110.0,1.0,False
1,1633.0,4085.0,2,3.0,8.0,415.0,0,0,0.0,1,2,120.0,1.0,False
1,2675.0,2.0,2,2.0,4.0,75.0,0,0,0.0,1,2,80.0,1.0,False
1,4817.0,35.0,2,6.0,4.0,35.0,1,0,0.0,0,1,230.0,1.0,True
1,235.0,275.0,2,1.0,1.0,45.0,0,0,0.0,0,2,160.0,26.0,False
0,41.0,204.0,1,11.0,8.0,125.0,1,1,23.0,1,2,455.0,1237.0,True
1,3517.0,25125.0,2,14.0,8.0,1625.0,1,1,1.0,1,2,515.0,501.0,True
1,2375.0,12.0,2,8.0,4.0,2085.0,0,0,0.0,0,1,80.0,1.0,False
1,1867.0,5.0,2,11.0,4.0,375.0,1,1,2.0,0,2,0.0,39.0,False
1,3033.0,5.0,2,2.0,8.0,85.0,0,0,0.0,1,1,252.0,1.0,False
0,1975.0,75.0,2,8.0,4.0,795.0,1,1,5.0,1,2,140.0,6.0,False
1,2617.0,835.0,2,13.0,4.0,1165.0,0,0,0.0,0,2,100.0,1.0,False
1,2875.0,15.0,1,8.0,4.0,15.0,1,0,0.0,1,2,0.0,226.0,False
1,2867.0,9335.0,2,11.0,8.0,5665.0,1,1,6.0,0,2,381.0,169.0,True
1,26.0,1.0,2,11.0,4.0,175.0,1,0,0.0,1,2,280.0,1.0,True
1,235.0,3165.0,1,4.0,4.0,415.0,0,1,1.0,1,2,280.0,81.0,False
1,2633.0,13.0,2,10.0,2.0,0.0,0,0,0.0,1,2,140.0,1111.0,False
1,5433.0,675.0,2,8.0,8.0,2625.0,1,1,11.0,1,2,0.0,285.0,True
1,3157.0,375.0,2,2.0,4.0,875.0,1,0,0.0,1,1,928.0,1.0,False
0,2525.0,125.0,2,2.0,4.0,1.0,0,0,0.0,1,2,180.0,1063.0,False
1,3317.0,3165.0,1,14.0,4.0,3165.0,1,1,3.0,1,2,380.0,1.0,True
1,395.0,1625.0,2,8.0,4.0,15.0,0,0,0.0,0,2,0.0,317.0,False
0,1767.0,0.0,1,5.0,1.0,0.0,0,0,0.0,0,2,86.0,1.0,False
1,2392.0,665.0,2,8.0,4.0,165.0,0,0,0.0,0,2,100.0,1.0,True
1,2667.0,271.0,1,13.0,4.0,525.0,1,1,1.0,0,2,211.0,1.0,True
0,225.0,415.0,2,3.0,4.0,335.0,0,0,0.0,1,1,144.0,1.0,False
1,3992.0,54.0,1,6.0,4.0,5.0,1,1,3.0,0,2,200.0,1001.0,True
0,2608.0,8665.0,2,6.0,4.0,1415.0,1,0,0.0,0,2,160.0,151.0,True
1,20.0,0.0,2,2.0,4.0,5.0,0,0,0.0,0,2,144.0,1.0,False
1,3157.0,4.0,1,3.0,4.0,85.0,0,0,0.0,1,2,411.0,1.0,False
1,2675.0,45.0,1,8.0,5.0,25.0,0,0,0.0,0,2,200.0,1211.0,False
0,2492.0,125.0,2,1.0,1.0,0.0,1,0,0.0,0,2,80.0,1.0,False
0,3225.0,15.0,2,8.0,4.0,25.0,0,0,0.0,1,2,372.0,123.0,False
1,1767.0,446.0,2,8.0,4.0,25.0,0,0,0.0,0,1,80.0,1.0,False
0,3775.0,55.0,2,11.0,4.0,125.0,1,0,0.0,1,2,228.0,1.0,True
1,2267.0,254.0,1,8.0,8.0,2585.0,1,0,0.0,0,2,0.0,1.0,True
0,1792.0,1021.0,2,1.0,1.0,0.0,0,0,0.0,0,2,0.0,51.0,False
1,2442.0,12335.0,2,11.0,8.0,1585.0,1,0,0.0,1,2,120.0,1.0,True
0,2575.0,5.0,2,8.0,8.0,875.0,1,0,0.0,1,2,491.0,1.0,True
1,2617.0,125.0,1,4.0,8.0,125.0,0,0,0.0,1,2,0.0,18.0,False
0,2275.0,6165.0,2,6.0,4.0,165.0,0,0,0.0,0,2,220.0,1001.0,False
1,23.0,75.0,2,7.0,4.0,5.0,1,0,0.0,1,1,320.0,1.0,False
1,2567.0,29.0,1,8.0,4.0,15.0,0,0,0.0,1,2,160.0,1.0,False
1,4858.0,205.0,1,4.0,4.0,25.0,1,1,11.0,0,2,380.0,2733.0,True
1,2117.0,0.0,2,8.0,4.0,5.0,0,0,0.0,1,1,0.0,1.0,False
1,3525.0,165.0,1,8.0,4.0,4.0,1,0,0.0,0,2,80.0,1.0,False
0,2292.0,11585.0,2,13.0,4.0,4.0,1,0,0.0,0,2,80.0,1350.0,True
0,4817.0,1335.0,2,3.0,7.0,335.0,0,0,0.0,0,2,0.0,121.0,False
1,43.0,29.0,1,13.0,8.0,175.0,1,1,8.0,0,2,100.0,376.0,True
1,3157.0,105.0,2,14.0,4.0,65.0,1,0,0.0,0,2,0.0,1.0,True
1,2067.0,415.0,2,8.0,4.0,125.0,0,0,0.0,0,2,0.0,45.0,False
0,1883.0,954.0,2,6.0,4.0,85.0,1,0,0.0,0,2,100.0,1.0,True
0,2742.0,145.0,2,14.0,8.0,3085.0,1,1,1.0,0,2,120.0,12.0,True
1,41.0,4.0,2,10.0,4.0,4.0,0,1,1.0,0,1,560.0,1.0,True
